name,location,rating,review_count,price,categories,coordinates,latitude,longitude
North Beach Pizza,"1598 University Ave Berkeley, CA 94703",3.0,269,$$,Greek,"{'latitude': 37.8705120074887, 'longitude': -122.279912039881}",37.8705120074887,-122.279912039881
La Val's Pizza,"1834 Euclid Ave Berkeley, CA 94709",3.5,424,$,Greek,"{'latitude': 37.8755, 'longitude': -122.26052}",37.8755,-122.26052
Extreme Pizza - College Ave,"3204 College Ave Berkeley, CA 94705",3.0,106,$$,Greek,"{'latitude': 37.85095633, 'longitude': -122.25247967}",37.85095633,-122.25247967
House of Curries,"2984 College Ave Berkeley, CA 94705",3.5,600,$,Greek,"{'latitude': 37.85637, 'longitude': -122.25327}",37.85637,-122.25327
GyroStop,"Sacramento, CA 95841",4.0,73,$$,Greek,"{'latitude': 38.6621589660645, 'longitude': -121.336738586426}",38.6621589660645,-121.336738586426
Chapeau!,"126 Clement St San Francisco, CA 94118",4.5,2686,$$$,French,"{'latitude': 37.78327, 'longitude': -122.46066}",37.78327,-122.46066
L’Ardoise Bistro,"151 Noe St San Francisco, CA 94114",4.5,1254,$$$,French,"{'latitude': 37.7665241, 'longitude': -122.4331385}",37.7665241,-122.4331385
Zazie,"941 Cole St San Francisco, CA 94117",4.0,4342,$$,French,"{'latitude': 37.765244, 'longitude': -122.4501138}",37.765244,-122.4501138
Le P'tit Laurent,"699 Chenery St San Francisco, CA 94131",4.0,761,$$$,French,"{'latitude': 37.7343618158181, 'longitude': -122.433787985458}",37.7343618158181,-122.433787985458
Cocotte,"1521 Hyde St San Francisco, CA 94109",4.0,508,$$$,French,"{'latitude': 37.7948581, 'longitude': -122.4183072}",37.7948581,-122.4183072
Chez Maman East,"1401 18th St San Francisco, CA 94107",4.5,2061,$$,French,"{'latitude': 37.7624388911845, 'longitude': -122.396692272318}",37.7624388911845,-122.396692272318
La Folie,"2316 Polk St San Francisco, CA 94109",4.5,1446,$$$$,French,"{'latitude': 37.798136, 'longitude': -122.422036}",37.798136,-122.422036
Bouche,"603 Bush St San Francisco, CA 94108",4.5,766,$$$,French,"{'latitude': 37.7902010565423, 'longitude': -122.407361268997}",37.7902010565423,-122.407361268997
1608 Bistro,"1608 Bush St San Francisco, CA 94109",4.0,237,$$,French,"{'latitude': 37.7883672, 'longitude': -122.4238901}",37.7883672,-122.4238901
Amélie,"1754 Polk St San Francisco, CA 94109",4.0,1332,$$,French,"{'latitude': 37.7931200864529, 'longitude': -122.420906547632}",37.7931200864529,-122.420906547632
Chez Maman West,"401 Gough St San Francisco, CA 94102",4.0,1118,$$,French,"{'latitude': 37.776988, 'longitude': -122.423164}",37.776988,-122.423164
Cafe Claude,"7 Claude Ln San Francisco, CA 94108",4.0,1986,$$$,French,"{'latitude': 37.7903209516376, 'longitude': -122.404523903705}",37.7903209516376,-122.404523903705
O' by Claude Le Tohic,"165 O'Farrell St San Francisco, CA 94102",5.0,41,$$$$,French,"{'latitude': 37.78638, 'longitude': -122.40736}",37.78638,-122.40736
Fringale,"570 4th St San Francisco, CA 94107",4.0,1065,$$$,French,"{'latitude': 37.77857, 'longitude': -122.39714}",37.77857,-122.39714
Bistro Aix,"3340 Steiner St San Francisco, CA 94123",4.0,654,$$,French,"{'latitude': 37.80024, 'longitude': -122.43752}",37.80024,-122.43752
Monsieur Benjamin,"451 Gough St San Francisco, CA 94102",4.0,913,$$$,French,"{'latitude': 37.77749, 'longitude': -122.42356}",37.77749,-122.42356
Gamine,"2223 Union St San Francisco, CA 94123",4.5,885,$$,French,"{'latitude': 37.7968797, 'longitude': -122.4359489}",37.7968797,-122.4359489
Atelier Crenn,"3127 Fillmore St San Francisco, CA 94123",4.5,713,$$$$,French,"{'latitude': 37.7983315559591, 'longitude': -122.435879521072}",37.7983315559591,-122.435879521072
Mathilde French Bistro,"315 5th St San Francisco, CA 94107",4.5,231,$$$,French,"{'latitude': 37.7800134026795, 'longitude': -122.402965373019}",37.7800134026795,-122.402965373019
Isa Restaurant,"3324 Steiner St San Francisco, CA 94123",4.0,2031,$$$,French,"{'latitude': 37.8001099, 'longitude': -122.43749}",37.8001099,-122.43749
Gary Danko,"800 N Point St San Francisco, CA 94109",4.5,5489,$$$$,French,"{'latitude': 37.80587, 'longitude': -122.42058}",37.80587,-122.42058
Aquitaine,"175 Sutter St San Francisco, CA 94104",4.0,306,$$,French,"{'latitude': 37.7898498, 'longitude': -122.4035305}",37.7898498,-122.4035305
Lovessy Asian Fusion & Souffles Bistro,"832 Clement St San Francisco, CA 94118",4.0,120,$$,French,"{'latitude': 37.78292, 'longitude': -122.46833}",37.78292,-122.46833
Cafe Jacqueline,"1454 Grant Ave San Francisco, CA 94133",4.0,647,$$$,French,"{'latitude': 37.80047, 'longitude': -122.40731}",37.80047,-122.40731
Petit Crenn,"609 Hayes St San Francisco, CA 94102",4.0,424,$$$$,French,"{'latitude': 37.7762604, 'longitude': -122.4264908}",37.7762604,-122.4264908
Absinthe Brasserie & Bar,"398 Hayes St San Francisco, CA 94102",4.0,3240,$$$,French,"{'latitude': 37.77714, 'longitude': -122.42268}",37.77714,-122.42268
Le Garage,"85 Liberty Ship Way Ste 109 Sausalito, CA 94965",4.0,1401,$$,French,"{'latitude': 37.8637241488, 'longitude': -122.491174439}",37.8637241488,-122.491174439
Bluestem Brasserie,"One Yerba Buena Ln San Francisco, CA 94103",4.0,1698,$$$,French,"{'latitude': 37.785985, 'longitude': -122.404921}",37.785985,-122.404921
ChouChou French Bistro,"400 Dewey Blvd San Francisco, CA 94116",3.5,1177,$$$,French,"{'latitude': 37.74738, 'longitude': -122.45952}",37.74738,-122.45952
Restaurant Jeanne D' Arc,"715 Bush St San Francisco, CA 94108",4.0,393,$$$,French,"{'latitude': 37.78987, 'longitude': -122.40908}",37.78987,-122.40908
Le Cafe du Soleil,"200 Fillmore St San Francisco, CA 94102",4.0,701,$$,French,"{'latitude': 37.77135, 'longitude': -122.430086}",37.77135,-122.430086
ONE65 Bistro & Grill,"165 O'Farrell St Fl 3 San Francisco, CA 94102",4.5,76,$$$,French,"{'latitude': 37.78638, 'longitude': -122.40736}",37.78638,-122.40736
Baker Street Bistro,"2953 Baker St San Francisco, CA 94123",4.0,604,$$,French,"{'latitude': 37.7981641888618, 'longitude': -122.445950210094}",37.7981641888618,-122.445950210094
Marlowe,"500 Brannan St San Francisco, CA 94107",4.0,2703,$$,French,"{'latitude': 37.7783200510611, 'longitude': -122.396771288052}",37.7783200510611,-122.396771288052
Curbside Cafe,"2417 California St San Francisco, CA 94115",4.0,723,$$,French,"{'latitude': 37.78869, 'longitude': -122.43405}",37.78869,-122.43405
Frances,"3870 17th St San Francisco, CA 94114",4.5,1502,$$$,French,"{'latitude': 37.7627220154927, 'longitude': -122.432276324008}",37.7627220154927,-122.432276324008
Gaspar Brasserie,"185 Sutter St San Francisco, CA 94104",4.0,378,$$$,French,"{'latitude': 37.7896186379079, 'longitude': -122.40344702209}",37.7896186379079,-122.40344702209
Rue Lepic,"900 Pine St San Francisco, CA 94108",4.0,308,$$$,French,"{'latitude': 37.7909867, 'longitude': -122.4108429}",37.7909867,-122.4108429
Chez Panisse,"1517 Shattuck Ave Berkeley, CA 94709",4.0,2811,$$$$,French,"{'latitude': 37.879664, 'longitude': -122.26894}",37.879664,-122.26894
Grégoire,"2109 Cedar St Berkeley, CA 94709",4.0,2200,$$,French,"{'latitude': 37.8785970706384, 'longitude': -122.268645902327}",37.8785970706384,-122.268645902327
La Note,"2377 Shattuck Ave Berkeley, CA 94704",4.0,3542,$$,French,"{'latitude': 37.8662142064674, 'longitude': -122.267341609173}",37.8662142064674,-122.267341609173
ONE65 Patisserie & Boutique,"165 O'Farrell St San Francisco, CA 94102",4.5,120,$$,French,"{'latitude': 37.786249, 'longitude': -122.407372}",37.786249,-122.407372
Nico,"710 Montgomery St San Francisco, CA 94111",4.0,288,$$$,French,"{'latitude': 37.795885, 'longitude': -122.403146}",37.795885,-122.403146
Keiko à Nob Hill,"1250 Jones St San Francisco, CA 94109",4.5,412,$$$$,French,"{'latitude': 37.793101, 'longitude': -122.414217}",37.793101,-122.414217
Quince,"470 Pacific Ave San Francisco, CA 94133",4.0,1474,$$$$,French,"{'latitude': 37.7975, 'longitude': -122.40336}",37.7975,-122.40336
Chouquet's,"2500 Washington St San Francisco, CA 94115",3.5,595,$$,French,"{'latitude': 37.791795, 'longitude': -122.434541}",37.791795,-122.434541
Zuni Café,"1658 Market St San Francisco, CA 94102",4.0,2727,$$$,French,"{'latitude': 37.7734826, 'longitude': -122.4216396}",37.7734826,-122.4216396
Café de la Presse,"352 Grant Ave San Francisco, CA 94108",3.5,1596,$$,French,"{'latitude': 37.79033, 'longitude': -122.4053}",37.79033,-122.4053
Picaro,"3120 16th St San Francisco, CA 94103",4.0,1554,$$,French,"{'latitude': 37.76513, 'longitude': -122.42245}",37.76513,-122.42245
Bask,"42 Columbus Ave San Francisco, CA 94111",4.0,630,$$,French,"{'latitude': 37.7962703, 'longitude': -122.4041447}",37.7962703,-122.4041447
Blush!,"476 Castro St San Francisco, CA 94114",4.0,303,$$,French,"{'latitude': 37.7611002, 'longitude': -122.4351875}",37.7611002,-122.4351875
Lark,"4068 18th St San Francisco, CA 94114",4.0,284,$$,French,"{'latitude': 37.761243, 'longitude': -122.434248}",37.761243,-122.434248
Cafe du Soleil,"345 3rd St San Francisco, CA 94107",4.5,393,$$,French,"{'latitude': 37.7832674501439, 'longitude': -122.397890965607}",37.7832674501439,-122.397890965607
À Côté Restaurant,"5478 College Ave Oakland, CA 94618",4.0,1309,$$$,French,"{'latitude': 37.842131, 'longitude': -122.251216}",37.842131,-122.251216
Noeteca Wine Bar,"1551 Dolores St San Francisco, CA 94110",4.5,463,$$,French,"{'latitude': 37.74453, 'longitude': -122.42407}",37.74453,-122.42407
Bar Crenn,"3131 Fillmore St San Francisco, CA 94123",4.0,85,$$$$,French,"{'latitude': 37.79837, 'longitude': -122.43604}",37.79837,-122.43604
Cafe Bastille,"22 Belden Pl San Francisco, CA 94104",3.5,734,$$,French,"{'latitude': 37.79115, 'longitude': -122.40366}",37.79115,-122.40366
Maîson Bleue,"2020 Kittredge St Ste C Berkeley, CA 94704",4.0,204,$$,French,"{'latitude': 37.86782, 'longitude': -122.26943}",37.86782,-122.26943
The Wolf,"3853 Piedmont Ave Oakland, CA 94611",4.0,279,$$$,French,"{'latitude': 37.82471, 'longitude': -122.2551}",37.82471,-122.2551
Fast Food Francais,"39 Caledonia St Sausalito, CA 94965",3.5,379,$$,French,"{'latitude': 37.8582420349121, 'longitude': -122.485145568848}",37.8582420349121,-122.485145568848
Le Central,"453 Bush St San Francisco, CA 94108",3.5,355,$$$,French,"{'latitude': 37.7905, 'longitude': -122.40502}",37.7905,-122.40502
Le Marais Bakery,"498 Sanchez St San Francisco, CA 94114",3.5,269,$$,French,"{'latitude': 37.76126, 'longitude': -122.43084}",37.76126,-122.43084
Petit Marlowe,"234 Townsend St San Francisco, CA 94107",4.0,102,$$$,French,"{'latitude': 37.7780742887677, 'longitude': -122.39371872508}",37.7780742887677,-122.39371872508
La Trappe,"800 Greenwich St San Francisco, CA 94133",4.0,833,$$,French,"{'latitude': 37.80198, 'longitude': -122.41309}",37.80198,-122.41309
1428 HAIGHT Patio Cafe & Crepery,"1428 Haight St San Francisco, CA 94117",4.0,370,$$,French,"{'latitude': 37.7701485211239, 'longitude': -122.445868540619}",37.7701485211239,-122.445868540619
Piperade,"1015 Battery St San Francisco, CA 94111",4.0,868,$$$,French,"{'latitude': 37.800646, 'longitude': -122.401799}",37.800646,-122.401799
Santino’s Vino,"2101 Fillmore St San Francisco, CA 94115",4.0,47,$$,French,"{'latitude': 37.78913, 'longitude': -122.43414}",37.78913,-122.43414
Blind Butcher,"4058 18th St San Francisco, CA 94114",4.0,82,$$,French,"{'latitude': 37.76116, 'longitude': -122.43414}",37.76116,-122.43414
Laguna Restaurant,"602 Hayes St San Francisco, CA 94102",4.0,162,$$,French,"{'latitude': 37.7765676, 'longitude': -122.4264822}",37.7765676,-122.4264822
Red Tavern,"2229 Clement St San Francisco, CA 94121",4.0,313,$$,French,"{'latitude': 37.782203, 'longitude': -122.483326}",37.782203,-122.483326
Scopo Divino,"2800 California St San Francisco, CA 94115",4.5,236,$$,French,"{'latitude': 37.78829, 'longitude': -122.44078}",37.78829,-122.44078
Aziza,"5800 Geary Blvd San Francisco, CA 94121",4.0,1931,$$$,French,"{'latitude': 37.780467, 'longitude': -122.481726}",37.780467,-122.481726
Rich Table,"199 Gough St San Francisco, CA 94102",4.0,1192,$$$,French,"{'latitude': 37.77485, 'longitude': -122.42284}",37.77485,-122.42284
Acquerello,"1722 Sacramento St San Francisco, CA 94109",4.5,1088,$$$$,French,"{'latitude': 37.79157, 'longitude': -122.4213296}",37.79157,-122.4213296
Fable,"558 Castro St San Francisco, CA 94114",4.0,438,$$,French,"{'latitude': 37.759958, 'longitude': -122.435089}",37.759958,-122.435089
Rigolo Café,"3465 California St San Francisco, CA 94118",3.5,603,$$,French,"{'latitude': 37.7865423, 'longitude': -122.4511323}",37.7865423,-122.4511323
Moz Cafe,"5 Masonic Ave San Francisco, CA 94118",4.0,118,$$,French,"{'latitude': 37.7821, 'longitude': -122.44797}",37.7821,-122.44797
Homage,"88 Hardie Pl San Francisco, CA 94108",4.0,285,$$,French,"{'latitude': 37.7905005, 'longitude': -122.4034818}",37.7905005,-122.4034818
Diamond Cafe,"751 Diamond St San Francisco, CA 94114",4.5,134,$$,French,"{'latitude': 37.7512897856745, 'longitude': -122.43616884886}",37.7512897856745,-122.43616884886
Le Colonial,"20 Cosmo Pl San Francisco, CA 94109",3.5,1644,$$$,French,"{'latitude': 37.78839, 'longitude': -122.41236}",37.78839,-122.41236
High Treason,"443 Clement St San Francisco, CA 94118",4.5,139,$$,French,"{'latitude': 37.7827789356149, 'longitude': -122.463955114206}",37.7827789356149,-122.463955114206
Michael Mina,"252 California St San Francisco, CA 94111",4.0,1210,$$$$,French,"{'latitude': 37.7934609, 'longitude': -122.3996416}",37.7934609,-122.3996416
Fleur De Sel,"308 Kearny St San Francisco, CA 94108",4.0,273,$$,French,"{'latitude': 37.7909984686763, 'longitude': -122.40394845129}",37.7909984686763,-122.40394845129
Patio Español Restaurant,"2850 Alemany Blvd San Francisco, CA 94112",4.0,165,$$,French,"{'latitude': 37.71285, 'longitude': -122.45162}",37.71285,-122.45162
Ungrafted,"2419 3rd St San Francisco, CA 94107",4.0,84,$$$,French,"{'latitude': 37.7587436582161, 'longitude': -122.38823565181}",37.7587436582161,-122.38823565181
Roma Antica,"3242 Scott St San Francisco, CA 94123",4.5,552,$$,French,"{'latitude': 37.79989, 'longitude': -122.4408}",37.79989,-122.4408
Fiorella -Clement,"2339 Clement St San Francisco, CA 94121",4.0,429,$$,French,"{'latitude': 37.7819188861214, 'longitude': -122.484491206706}",37.7819188861214,-122.484491206706
Julia's Restaurant,"2315 Durant Ave Fl 2 Berkeley City Club Berkeley, CA 94704",4.0,99,$$$,French,"{'latitude': 37.8676379, 'longitude': -122.2627082}",37.8676379,-122.2627082
Rendez-Vous Cafe Bistro,"1111 Solano Ave Albany, CA 94706",4.0,385,$$,French,"{'latitude': 37.8904799, 'longitude': -122.29835}",37.8904799,-122.29835
Basque Cultural Center,"599 Railroad Ave South San Francisco, CA 94080",3.5,407,$$,French,"{'latitude': 37.65373, 'longitude': -122.4203}",37.65373,-122.4203
Heirloom Cafe,"2500 Folsom St San Francisco, CA 94110",4.0,493,$$$,French,"{'latitude': 37.757116, 'longitude': -122.414812}",37.757116,-122.414812
Louie's Gen-Gen Room,"871 Sutter St San Francisco, CA 94109",4.5,206,$$,French,"{'latitude': 37.78818, 'longitude': -122.41458}",37.78818,-122.41458
Higher Grounds Coffee House,"691 Chenery St San Francisco, CA 94131",4.5,434,$$,French,"{'latitude': 37.7343559265137, 'longitude': -122.433723449707}",37.7343559265137,-122.433723449707
Boho Cafe,"3321 Steiner St San Francisco, CA 94123",4.5,137,$$$,French,"{'latitude': 37.800039, 'longitude': -122.438105}",37.800039,-122.438105
The Pawn Shop,"993 Mission St San Francisco, CA 94103",4.5,203,$$,French,"{'latitude': 37.78106, 'longitude': -122.40834}",37.78106,-122.40834
Begoni Bistro,"615 Jackson St San Francisco, CA 94133",4.0,722,$$,French,"{'latitude': 37.7960017591324, 'longitude': -122.405549436808}",37.7960017591324,-122.405549436808
La Marsa,"454 Geary St San Francisco, CA 94102",4.5,220,$$,French,"{'latitude': 37.7871734, 'longitude': -122.4107772}",37.7871734,-122.4107772
Cafe Reverie,"848 Cole St San Francisco, CA 94117",4.0,560,$$,French,"{'latitude': 37.766169, 'longitude': -122.449763}",37.766169,-122.449763
District San Francisco,"216 Townsend St San Francisco, CA 94107",4.0,1149,$$,French,"{'latitude': 37.778613006412, 'longitude': -122.393322239596}",37.778613006412,-122.393322239596
Crepevine Restaurant,"624 Irving St San Francisco, CA 94122",4.0,1566,$$,French,"{'latitude': 37.76435, 'longitude': -122.46467}",37.76435,-122.46467
Cafe Jolie,"1500 Webster St Alameda, CA 94501",3.5,663,$$,French,"{'latitude': 37.773462777189, 'longitude': -122.276638116}",37.773462777189,-122.276638116
Sociale,"3665 Sacramento St San Francisco, CA 94118",4.0,663,$$$,French,"{'latitude': 37.78714, 'longitude': -122.45294}",37.78714,-122.45294
Florio Bar & Cafe,"1915 Fillmore St San Francisco, CA 94115",3.5,322,$$$,French,"{'latitude': 37.7875137329102, 'longitude': -122.433822631836}",37.7875137329102,-122.433822631836
Mama Papa Lithuania Restaurant,"1241 Park St Alameda, CA 94501",4.5,565,$$,French,"{'latitude': 37.7620684, 'longitude': -122.2449254}",37.7620684,-122.2449254
Fiore Caffè,"3599 24th St San Francisco, CA 94110",4.0,331,$$,French,"{'latitude': 37.7518694874495, 'longitude': -122.422624123279}",37.7518694874495,-122.422624123279
Canela Bistro & Wine Bar,"2272 Market St San Francisco, CA 94114",4.0,625,$$,French,"{'latitude': 37.764878, 'longitude': -122.432438}",37.764878,-122.432438
Birba,"458 Grove St San Francisco, CA 94102",4.5,114,$$,French,"{'latitude': 37.77787, 'longitude': -122.42421}",37.77787,-122.42421
InoVino,"108B Carl St San Francisco, CA 94117",4.5,148,$$,French,"{'latitude': 37.7658664, 'longitude': -122.4502686}",37.7658664,-122.4502686
Original Joe's Westlake,"11 Glenwood Ave Daly City, CA 94015",3.5,1045,$$,French,"{'latitude': 37.70171, 'longitude': -122.48584}",37.70171,-122.48584
Seven Hills,"1896 Hyde St San Francisco, CA 94109",4.5,1015,$$$,French,"{'latitude': 37.7981712, 'longitude': -122.4186984}",37.7981712,-122.4186984
Alma Cocina,"2801 Folsom St San Francisco, CA 94110",4.0,247,$$,French,"{'latitude': 37.7523758, 'longitude': -122.4138638}",37.7523758,-122.4138638
The Barrel Room,"415 Sansome St San Francisco, CA 94111",4.0,309,$$,French,"{'latitude': 37.794261932373, 'longitude': -122.401649475098}",37.794261932373,-122.401649475098
Little Swan Bakery Cafe,"1249 Stockton St San Francisco, CA 94133",4.0,172,$,French,"{'latitude': 37.7973, 'longitude': -122.40881}",37.7973,-122.40881
Resolute,"678 Geary St San Francisco, CA 94102",4.5,189,$$,French,"{'latitude': 37.7866914, 'longitude': -122.4146157}",37.7866914,-122.4146157
Hillstone,"1800 Montgomery St San Francisco, CA 94111",4.0,2171,$$$,French,"{'latitude': 37.805712595582, 'longitude': -122.405280545354}",37.805712595582,-122.405280545354
Genki Crepes & Mini-Mart,"330 Clement St San Francisco, CA 94118",4.0,2200,$,French,"{'latitude': 37.78326, 'longitude': -122.46283}",37.78326,-122.46283
Blue Plate,"3218 Mission St San Francisco, CA 94110",4.0,1411,$$$,French,"{'latitude': 37.74523, 'longitude': -122.42033}",37.74523,-122.42033
Arabian Nights Restaurant,"2345 Mission St San Francisco, CA 94110",4.0,710,$$,French,"{'latitude': 37.759515, 'longitude': -122.418782}",37.759515,-122.418782
Delfina,"3621 18th St San Francisco, CA 94110",4.0,2060,$$$,French,"{'latitude': 37.76131, 'longitude': -122.42431}",37.76131,-122.42431
The Riddler,"528 Laguna St San Francisco, CA 94102",3.5,147,$$$,French,"{'latitude': 37.7758, 'longitude': -122.42596}",37.7758,-122.42596
Vanessa's Bistro,"1715 Solano Ave Berkeley, CA 94707",4.0,449,$$,French,"{'latitude': 37.891806, 'longitude': -122.282299}",37.891806,-122.282299
The Crepe House,"1755 Polk St San Francisco, CA 94109",4.0,678,$$,French,"{'latitude': 37.7928486951186, 'longitude': -122.421197206307}",37.7928486951186,-122.421197206307
